"organization_id","name"
"6079","Congregations Organizing for Renewal"
"6080","Contra Costa Interfaith Supporting Community Organization"
"6081","Esperanza Community Housing Corporation"
"6082","North Valley Sponsoring Committee"
"6083","Orange County Congregation Community Organizations"
"6084","Our Lady Queen of Angels Church"
"6085","PICO California"
"6087","Temple Israel of Hollywood"
"6088","Temple Judea"
"6089","Temple Kol Tikvah"
"6090","The Mexican Cancer Society"
"6091","American Friends Service Committee, Proyecto Campesino"
"6092","Committee of Human Rights for Undocumented Immigrants"
"6093","El Centro Azteca de Informacion en Fresno"
"6094","Hermandad Mexicana Nacional, Panorama City"
"6095","Latino Roundtable, Inland Valley/San Gabriel Valley"
"6096","Padres Unidos"
"6097","Voluntarios de la Comunidad"
"6098","Alianza Hondure?a De Los Angeles"
"6099","Glendale-La Crescenta Advocates"
"6100","Hondure?os Unidos De Los Angeles"
"6102","La Casa de San Gabriel Community Center"
"6103","Lambda Letters"
"6104","Missourians For Safer Roads"
"6105","Oakland Community Organizations"
"6106","People Acting in Community Together"
"6108","San Diego Organizing Project"
"6109","San Francisco Organizing Project"
"6110","Unidos por Columbia"
"6111","Eastern Group Publications, EGP, Los Angeles"
"6112","Fresno Bee Editorial"
"6113","La Opinion Editorial"
"6114","Los Angeles Daily News Editorial (3)"
"6115","Los Angeles Times Editorial"
"6116","The Merced Sun-Star Editorial"
"6117","Modesto Bee Editorial"
"6118","Oakland Tribune Editorial"
"6119","Sacramento Bee Editorial (2)"
"6120","The Salinas Californian Editorial"
"6121","San Bernardino County Sun Editorial"
"6122","San Francisco Chronicle Editorial"
"6123","San Jose Mercury News Editorial (2)"
"6124","Santa Rosa Press Democrat Editorial"
"6125","Green Party of Santa Barbara County"
"6126","Californians for Population Stabilization"
"6127","Monterey Bay Action Committee"
"6128","California Coalition for Immigration Reform"
"6129","Diversity Alliance for a Sustainable America"
"6131","California Federation of Republican Women"
"6132","Save our State"
"6133","Immigration Reform Network of Silicon Valley"
"6134","California Library Association (source)"
"6136","Cities of Covina, Inglewood, Gilroy, Lompoc, Manteca,"
"6137","Seaside, and Torrance"
"6138","Friends of the Esparto Regional Library"
"6139","Letters from individuals"
"6140","Lompoc Public Library"
"6141","Sacramento Public Library"
"6142","Ventura County Library"
"6143","Lieutenant Governor Cruz Bustamante (source)"
"6145","American Legion War Memorial Commission"
"6148","John H. Thode, Past State Commander, United States"
"6151","MG William Gourley, United States Army, Retired, Chair of"
"6153","Area Military Retiree Council"
"6154","National Guard Association of California"
"6157","The American Legion, San Francisco County Council"
"6158","The American Legion, 8th District"
"6159","Vietnam Veterans of San Diego, Inc."
"6160","California Newspaper Publishers Association (source)"
"6161","California Broadcasters Association"
"6162","California Catholic Conference of Bishops"
"6163","Family Council"
"6164","Friends Committee on Legislation of California"
"6165","Los Angeles County District Attorneys Office"
"6166","California Department of Corrections"
"6167","Crime Victims United of California"
"6169","California Land Surveyors Association"
"6170","Lagerlof, Senecal, Bradley, Gosney, and Kruse, LLP"
"6171","Orange County Fire Authority"
"6172","Water Replenishment District of Southern California"
"6173","Imperial County"
"6174","Police Chiefs Association"
"6182","American Nurses Association of California"
"6185","California Safe Schools"
"6186","California State Commission on the Status of Women"
"6189","Communities for a Better Environment"
"6190","DES Cancer Network"
"6191","Endometriosis Association"
"6192","Environment California"
"6193","Environmental Justice Coalition for Water"
"6196","Healthy Building Network"
"6197","Healthy Children Organizing Project"
"6198","Latino Issues Forum"
"6199","Learning Disabilities Association of California"
"6200","Los Angeles Interfaith Environmental Council"
"6201","Marin Breast Cancer Watch"
"6202","Marin Golden Gate Learning Disabilities"
"6203","National Brain Tumor Foundation"
"6204","National Environmental Trust"
"6208","Pesticide Free Zone Campaign of Marin Beyond Pesticides"
"6209","Physicians for Social Responsibility, San Francisco Bay Area"
"6211","San Francisco Medical Society"
"6212","Silicon Valley Toxics Coalition"
"6214","Vote Health"
"6215","WORKSAFE!"
"6216","Two individuals"
"6219","Association of Woodworking and Furnishing Suppliers"
"6220","Burlington Northern/Santa Fe Railroad"
"6221","California Breast Cancer Organizations"
"6223","California Independent Oil Marketers Association"
"6224","CA League of Food Processors"
"6225","California Rural Legal Assistance"
"6226","Office of the Attorney General (source)"
"6227","California Health Advocates"
"6228","Franchise Tax Board (sponsor)"
"6229","State Office of the Attorney General (source)"
"6231","Berkeley Tobacco Prevention Coalition"
"6232","California School Nurses Organization"
"6233","Coalition Engaged in a Smoke-free Effort"
"6234","California Association of Retail Tobacconists, Inc."
"6235","Cigar Association of America"
"6236","California Professional Firefighters (CPF)"
"6238","Seismic Safety Commission"
"6239","California Manufactured Housing Institute"
"6240","Western Manufactured Housing Communities Association"
"6241","American Academy of Pediatrics, California Chapter 1"
"6243","California Association of Student Councils"
"6245","Million Mom March, Nevada County Chapter"
"6246","Physicians for Social Responsibility, Los Angeles"
"6247","Physicians for Social Responsibility, Sacramento Chapter"
"6248","Commission on the Status of Women"
"6249","El Nido Family Centers, Los Angeles"
"6250","Harbor-UCLA Medical Center"
"6251","Inter-Agency Council on Child Abuse and Neglect"
"6256","California Association of Enterprise Zones"
"6257","Apex Technology Management, Inc."
"6258","City of Anderson"
"6260","City of Lancaster"
"6261","City of Long Beach"
"6262","City of Long Beach Economic Development"
"6264","City of Palmdale"
"6266","City of Santa Ana"
"6267","City of Shasta Lake"
"6268","Deluxe Financial Services"
"6270","Greater Antelope Valley Economic Alliance"
"6271","Hathaway & Ksenzulak, LLP"
"6272","Hilltop Medical Clinic"
"6274","Madera County Economic Development Commission"
"6276","Michaels Stores, Inc."
"6277","Sacramento Housing and Redevelopment Agency"
"6279","Tulare County Targeted Tax Area"
"6280","Watts Anderson Barrows"
"6281","California Credits Group"
"6282","City of Shafter"
"6283","City of Chula Vista"
"6285","City of Watsonville"
"6286","City of Delano"
"6288","City of San Diego"
"6292","Fabrication  Concepts Corporation"
"6293","Nor-Cal Products"
"6294","Windes & McClaughry Accountancy Corp."
"6295","Yreka Chamber of Commerce"
"6296","Stidham Trucking, Inc."
"6297","Laguna Bakery"
"6299","Holthouse Carlin & Van Trigt, LLP"
"6300","Baltimare Aircoil Company"
"6301","Frederick B. Roberson Insurance Services, Inc."
"6302","40 other identical letters from businesses"
"6305","Sperry Van Ness"
"6308","San Diego Gas and Electric"
"6309","Golbal Green"
"6310","Sempra Energy"
"6311","Californians Against Waste  (Co-Sponsor)"
"6313","Alameda County Waste Management Authority"
"6315","California Association of Professional Scientists"
"6316","Central Contra Costa Solid Waste Authority"
"6317","City of Millbrae"
"6319","Sonoma County Waste Management Agency"
"6320","Tuolumne County Board of Supervisors"
"6321","Building Owners and Managers Association of Sacramento"
"6322","California League of Food Processors"
"6323","California Paint Council"
"6325","Industrial Environmental Association"
"6327","International Council of Shopping Centers"
"6328","National Association of Industrial and Office Properties"
"6329","OSRAM Sylvania"
"6330","Retail Industry Leadership Association"
"6331","Western Home Furnishings Association"
"6332","County of Orange (source)"
"6333","Capitol Racing LLC (Sponsor)"
"6334","Alameda Health Consortium"
"6335","Alliance for Rural Community Health"
"6336","AltaMed"
"6338","Municipal Employees"
"6339","Asian Health Services"
"6340","Canby Family Practice Clinic"
"6341","Central Valley Health Network"
"6342","Clinica Sierra Vista"
"6343","Community Clinic Association"
"6344","Community Health Partnership"
"6345","Eisner Pediatric & Family Medical Center"
"6346","Family Health Care"
"6347","Golden Valley Health Centers"
"6348","Livingston Medical Group"
"6349","Long Valley Health Center"
"6350","Mendocino Community Health Clinics"
"6351","National Health Services, Inc."
"6352","Petaluma Health Center"
"6353","Potter Valley Community Health Center"
"6354","Redwood Community Health Coalition"
"6355","Salud Para La Gente, Inc."
"6356","South of Market Health Center"
"6359","Vista Community Clinic"
"6360","Yurok Indian Tribe"
"6363","California Psychological Association"
"6365","Citizens Commission on Human Rights"
"6366","Department of Managed Health Care"
"6367","Lamda Letters Project"
"6368","100% Campaign"
"6369","Asian Pacific American Legal Center (APALC)"
"6370","California Immigrant Welfare Collaborative"
"6371","California Managed Risk Medical Insurance Board (MRMIB)"
"6376","Crystal Stairs"
"6377","Family Action of Sonoma County"
"6378","Freemont Family Resource Center"
"6379","LA Care Health Plan"
"6380","Latino Coalition for a Healthy California (LCHC)"
"6381","Lily Caravello, Community Clinic Consortium of Contra Costa"
"6382","Local Health Plans of California (LHPC)"
"6387","Molina Health Care of California"
"6389","North Coast Clinics Network"
"6390","Redwood City Family Centers"
"6392","Santa Clara Family Health Plan"
"6393","California Dental Association"
"6394","California Department of Justice"
"6395","Carson Chamber of Commerce"
"6396","Cat & Dog Rescue Association"
"6397","Consumer Action"
"6398","County of Los Angeles"
"6399","Fincher Real Estate"
"6400","Harbor City/Harbor Gateway Chamber of Commerce"
"6401","Japanese Chamber of Commerce (Northern California)"
"6402","Lomita Chamber of Commerce"
"6403","Manhattan Beach Chamber of Commerce"
"6407","San Pedro Peninsula Chamber of Commerce"
"6408","South Bay Chamber of Commerce"
"6409","South Bay Cities Council of Governments"
"6410","Torrance Chamber of Commerce"
"6411","Venice Chamber of Commerce"
"6412","Westchester/LAX/Marina del Rey Chamber of Commerce"
"6413","Gray Panthers of California"
"6414","Gray Panthers of Sacramento"
"6415","Multiple Sclerosis Society - California Action Network"
"6416","Protection and Advocacy, Inc."
"6417","State Independent Living Council"
"6418","California Advocates for Nursing Home Reform (co-source)"
"6419","California Healthcare Association (co-source)"
"6420","California Association of Registration Services (sponsor)"
"6424","Small School Districts Association (co-source)"
"6425","Riverside County School Advocacy Association"
"6427","Arvin-Edison Water Storage District"
"6428","California Central Valley Flood Control Association"
"6429","North Kern Water Storage District"
"6430","Padre Dam Municipal Water District"
"6431","Semitropic Water Storage District"
"6432","Wheeler Ridge-Maricopa Water Storage District"
"6433","State and Consumer Services Agency (co-source)"
"6434","State Office of Emergency Services (co-source)"
"6435","City of Los Angeles"
"6436","California Alarm Association"
"6438","San Bernardino County Sheriff"
"6439","State Teachers Retirement System"
"6440","California Building Standards Commission"
"6441","Coalition of California Insurance Professionals"
"6442","Health Insurance Association of America"
"6443","California Assisted Living Association"
"6445","Secretary of State (source)"
"6446","National Notary Association"
"6447","Pacific Palisades Residents Association"
"6448","Planning & Conservation League"
"6449","Vote The Coast"
"6451","Health Access California (co-sponsor)"
"6452","Western Center on Law and Poverty (co-sponsor)"
"6453","United Nurses Associations of California/Union of Health Care Professionals"
"6454","California Cast Metals Association (source)"
